분류,식품명,무게(g),칼로리(kcal),탄수화물(g),단백질(g),지방(g)
어패류 및 기타 수산물,"잉어, 삶은것",1,1.9,0.002,0.192,0.134
어패류 및 기타 수산물,"잉어, 내장, 생것",1,2.58,0.013,0.09,0.259
어패류 및 기타 수산물,"장어, 양념, 구운것",1,2.89,0.059,0.205,0.204
어패류 및 기타 수산물,"장어, 갯장어, 생것",1,1.7,0.004,0.179,0.099
어패류 및 기타 수산물,"장어, 먹장어, 생것",1,1.29,0.004,0.169,0.06
어패류 및 기타 수산물,"장어, 뱀장어, 생것",1,2.23,0.003,0.144,0.171
어패류 및 기타 수산물,"장어, 뱀장어, 구운것",1,2.36,0,0.2365,0.1495
어패류 및 기타 수산물,"장어, 뱀장어, 조미, 구운것",1,2.49,0,0.304,0.142
어패류 및 기타 수산물,"장어, 붕장어, 생것",1,1.35,0.003,0.174,0.064
어패류 및 기타 수산물,"장어, 붕장어, 냉동",1,1.58,0.005,0.19,0.08
어패류 및 기타 수산물,"장어, 칠성장어, 생것",1,2.59,0.003,0.21,0.18
어패류 및 기타 수산물,"장어, 칠성장어, 말린것",1,4.15,0.005,0.333,0.29
어패류 및 기타 수산물,"장어, 뱀장어, 간, 생것",1,1.97,0.223,0.122,0.063
어패류 및 기타 수산물,"장어, 붕장어, 뼈, 튀긴것",1,5.56,0.312,0.148,0.413
어패류 및 기타 수산물,"전어, 생것",1,1.07,0.002,0.192,0.027
어패류 및 기타 수산물,"전어, 젓갈",1,1.24,0.005,0.153,0.067
어패류 및 기타 수산물,"준치, 생것",1,1.29,0,0.201,0.047
어패류 및 기타 수산물,"준치, 강준치, 생것",1,0.9,0.002,0.187,0.011
어패류 및 기타 수산물,"쥐치, 생것",1,0.83,0.003,0.191,0.001
어패류 및 기타 수산물,"쥐치, 포, 말린것",1,3.39,0.343,0.418,0.023
어패류 및 기타 수산물,"쥐치, 포, 냉동",1,1.15,0.003,0.18,0.04
어패류 및 기타 수산물,"쥐치, 포, 조미하여 말린것",1,3.07,0.3201,0.4184,0.013
어패류 및 기타 수산물,"쥐치, 말쥐치, 생것",1,1.45,0,0.173,0.0762
어패류 및 기타 수산물,"쥐치, 말쥐치, 조미하여 말린것",1,3.12,0.343,0.387,0.022
어패류 및 기타 수산물,"청어, 생것",1,2.13,0.004,0.163,0.151
어패류 및 기타 수산물,"청어, 말린것",1,4.18,0.01,0.445,0.24
어패류 및 기타 수산물,"청어, 삶아서 말린것",1,1.23,0,0.187,0.047
어패류 및 기타 수산물,"청어, 훈제",1,2.8,0,0.231,0.221
어패류 및 기타 수산물,"청어, 염장",1,1.59,0.002,0.175,0.09
어패류 및 기타 수산물,"청어, 알, 생것",1,1.02,0.005,0.196,0.024
어패류 및 기타 수산물,"청어, 알, 말린것",1,3.58,0.005,0.652,0.136
어패류 및 기타 수산물,"청어, 알, 염장",1,0.8,0.006,0.15,0.03
어패류 및 기타 수산물,"초어, 생것",1,0.89,0.002,0.171,0.017
어패류 및 기타 수산물,"통치, 생것",1,1.38,0.001,0.2,0.057
어패류 및 기타 수산물,"향어, 생것",1,1.58,0.001,0.184,0.087
어패류 및 기타 수산물,"홍어, 생것",1,0.87,0,0.196,0.005
어패류 및 기타 수산물,"홍치, 생것",1,0.93,0.001,0.189,0.014
어패류 및 기타 수산물,"황어, 생것",1,0.95,0.002,0.183,0.018
어패류 및 기타 수산물,"횟대, 빨간횟대, 생것",1,0.74,0.003,0.171,0.001
어패류 및 기타 수산물,"연어, 통조림, 고형물",1,1.88,0.0285,0.1636,0.1232
어패류 및 기타 수산물,"붉바리, 생것",1,0.99,0.001,0.21,0.011
어패류 및 기타 수산물,"블루길, 생것",1,0.83,0.002,0.178,0.008
어패류 및 기타 수산물,"산천어, 생것",1,1.17,0.001,0.203,0.033
어패류 및 기타 수산물,"살살치, 생것",1,0.7,0.006,0.155,0.002
어패류 및 기타 수산물,"삼세기, 생것",1,0.97,0.005,0.186,0.018
어패류 및 기타 수산물,"새다래, 생것",1,1.04,0,0.189,0.026
어패류 및 기타 수산물,"쏘가리, 생것",1,1.11,0,0.172,0.041
어패류 및 기타 수산물,"쏘가리, 냉동",1,1.25,0.001,0.212,0.037
어패류 및 기타 수산물,"쏨뱅이, 생것",1,0.9,0.001,0.199,0.006
어패류 및 기타 수산물,"쑤기미, 생것",1,0.84,0.005,0.185,0.004
어패류 및 기타 수산물,"쑥감펭, 생것",1,0.83,0,0.19,0.003
어패류 및 기타 수산물,"쌍동가리, 생것",1,1.01,0,0.208,0.014
어패류 및 기타 수산물,"쌍뿔달재, 생것",1,0.75,0.001,0.169,0.004
어패류 및 기타 수산물,"애꼬치, 생것",1,1.37,0.001,0.189,0.072
어패류 및 기타 수산물,"애꼬치, 구운것",1,1.34,0.001,0.233,0.049
어패류 및 기타 수산물,"양미리, 생것",1,1.23,0,0.215,0.034
어패류 및 기타 수산물,"양미리, 말린것",1,2.11,0.012,0.299,0.085
어패류 및 기타 수산물,"아홉동가리, 생것",1,1.06,0.001,0.198,0.023
어패류 및 기타 수산물,"얼룩통구멍, 생것",1,0.82,0,0.182,0.005
어패류 및 기타 수산물,"여덟동가리, 생것",1,1.1,0,0.192,0.031
어패류 및 기타 수산물,"인상어, 생것",1,1.33,0.004,0.218,0.042
어패류 및 기타 수산물,"열쌍동가리, 생것",1,0.86,0.001,0.183,0.009
어패류 및 기타 수산물,"우각바리, 생것",1,0.91,0,0.19,0.012
어패류 및 기타 수산물,"볼기우럭, 생것",1,1.29,0,0.187,0.053
어패류 및 기타 수산물,"임연수어, 생것",1,1.52,0.005,0.196,0.071
어패류 및 기타 수산물,"임연수어, 반건조",1,1.61,0.001,0.206,0.094
어패류 및 기타 수산물,"임연수어, 염장",1,1.98,0.002,0.176,0.131
어패류 및 기타 수산물,"장갱이, 생것",1,0.9,0,0.191,0.01
어패류 및 기타 수산물,"전갱이, 생것",1,1.33,0.001,0.207,0.048
어패류 및 기타 수산물,"전갱이, 냉동",1,1.19,0.003,0.2,0.035
어패류 및 기타 수산물,"전갱이, 삶은것",1,1.36,0.001,0.224,0.059
어패류 및 기타 수산물,"전갱이, 구운것",1,1.57,0.001,0.259,0.064
어패류 및 기타 수산물,"전갱이, 소금에 절여 말린것",1,2.62,0.007,0.46,0.069
어패류 및 기타 수산물,"전갱이, 조미반건조",1,1.5,0.001,0.202,0.088
어패류 및 기타 수산물,"전갱이, 조미반건조, 구운것",1,1.94,0.001,0.246,0.123
어패류 및 기타 수산물,"전갱이, 통조림, 조미",1,1.31,0.179,0.147,0.001
어패류 및 기타 수산물,"전갱이, 어린것, 생것",1,0.99,0.003,0.199,0.015
어패류 및 기타 수산물,"전갱이, 갈전갱이, 생것",1,1.11,0.001,0.196,0.03
어패류 및 기타 수산물,"전갱이, 줄전갱이, 생것",1,1.12,0.001,0.24,0.011
어패류 및 기타 수산물,"전갱이 튀김, 냉동",1,1.44,0.148,0.161,0.023
어패류 및 기타 수산물,"장문볼락, 생것",1,0.87,0.002,0.157,0.021
어패류 및 기타 수산물,"장문볼락, 구운것",1,0.96,0,0.1851,0.0187
어패류 및 기타 수산물,"점감펭, 생것",1,0.9,0.003,0.194,0.007
어패류 및 기타 수산물,"정어리, 생것",1,1.71,0.002,0.2,0.091
어패류 및 기타 수산물,"정어리, 말린것",1,3.34,0.006,0.456,0.148
어패류 및 기타 수산물,"정어리, 삶아서 말린것",1,1.13,0.001,0.245,0.021
어패류 및 기타 수산물,"정어리, 삶은것",1,1.82,0.002,0.224,0.087
어패류 및 기타 수산물,"정어리, 구운것",1,1.99,0.002,0.253,0.094
어패류 및 기타 수산물,"정어리, 소금에 절여 말린것",1,1.88,0.005,0.296,0.065
어패류 및 기타 수산물,"정어리, 염장",1,1.53,0.002,0.233,0.057
어패류 및 기타 수산물,"정어리, 통조림",1,1.22,0.003,0.193,0.048
어패류 및 기타 수산물,"정어리, 통조림, 유지",1,2.68,0.003,0.217,0.2
어패류 및 기타 수산물,"정어리, 통조림, 조미",1,1.21,0.004,0.165,0.059
어패류 및 기타 수산물,"참마자, 생것",1,0.9,0.003,0.177,0.015
어패류 및 기타 수산물,"청새치, 생것",1,1.07,0.001,0.231,0.018
어패류 및 기타 수산물,"조기(참조기), 생것",1,1.18,0,0.1902,0.0404
어패류 및 기타 수산물,"조기(참조기), 굴비, 소금에 절여 말린것",1,3.32,0.004,0.444,0.152
어패류 및 기타 수산물,"조기(참조기), 젓갈",1,1.23,0.08,0.155,0.028
어패류 및 기타 수산물,"투라치, 생것",1,0.79,0.005,0.181,0.001
어패류 및 기타 수산물,"풀반지, 생것",1,1.67,0.002,0.169,0.101
어패류 및 기타 수산물,"피라미, 생것",1,1.05,0.002,0.185,0.028
어패류 및 기타 수산물,"학공치, 생것",1,0.94,0.007,0.178,0.017
어패류 및 기타 수산물,"학공치, 조미하여 말린것",1,3.25,0.177,0.591,0.02
어패류 및 기타 수산물,"홍감펭, 생것",1,1.08,0.002,0.167,0.039
어패류 및 기타 수산물,"틸라피아, 생것",1,1.26,0.002,0.193,0.047
어패류 및 기타 수산물,"푸렁통구멍, 생것",1,0.76,0.002,0.174,0.002
어패류 및 기타 수산물,"황새치, 생것",1,0.81,0,0.17,0.01
어패류 및 기타 수산물,"황새치, 구운것",1,1.72,0,0.2345,0.0793
어패류 및 기타 수산물,"황새치, 젓갈",1,1.17,0.027,0.157,0.048
어패류 및 기타 수산물,"히메치, 생것",1,0.99,0,0.209,0.011
어패류 및 기타 수산물,"황매퉁이, 생것",1,0.97,0.001,0.2,0.013
어패류 및 기타 수산물,"점줄우럭, 생것",1,1,0.001,0.193,0.019
어패류 및 기타 수산물,"점줄우럭, 구운것(오븐)",1,1.18,0,0.2484,0.013
어패류 및 기타 수산물,"고둥, 갈색고리돼지고둥, 생것",1,0.92,0.043,0.161,0.007
어패류 및 기타 수산물,"고둥, 갈색띠매물고둥, 생것",1,0.78,0.03,0.151,0.002
어패류 및 기타 수산물,"고둥, 관절매물고둥(보라골뱅이), 생것",1,1.04,0.045,0.177,0.011
어패류 및 기타 수산물,"고둥, 긴고둥(긴뿔고둥), 생것",1,1.18,0.048,0.172,0.027
어패류 및 기타 수산물,"고둥, 나팔고둥, 생것",1,1.11,0.039,0.159,0.03
어패류 및 기타 수산물,"고둥, 두드럭고둥, 생것",1,0.89,0.055,0.142,0.007
어패류 및 기타 수산물,"고둥, 매끈이고둥, 생것",1,1.08,0.023,0.225,0.004
어패류 및 기타 수산물,"고둥, 물레고둥, 생것",1,0.88,0.032,0.171,0.003
어패류 및 기타 수산물,"고둥, 민허리돼지고둥, 생것",1,1.05,0.032,0.165,0.024
어패류 및 기타 수산물,"고둥, 보말고둥, 생것",1,0.93,0.026,0.146,0.022
어패류 및 기타 수산물,"고둥, 보말고둥, 삶은것",1,1.06,0.053,0.184,0.007
어패류 및 기타 수산물,"고둥, 비단고둥, 생것",1,0.95,0.028,0.17,0.012
어패류 및 기타 수산물,"고둥, 세고리물레고둥, 생것",1,0.74,0.024,0.15,0.001
어패류 및 기타 수산물,"고둥, 위고둥, 생것",1,0.66,0.011,0.112,0.015
어패류 및 기타 수산물,"고둥, 조각매물고둥, 생것",1,1.27,0.044,0.177,0.036
어패류 및 기타 수산물,"고둥, 콩깍지고둥, 생것",1,1,0.03,0.197,0.005
어패류 및 기타 수산물,"고둥, 털탑고둥, 생것",1,1.45,0.055,0.207,0.037
어패류 및 기타 수산물,"고둥, 피뿔고둥, 생것",1,1.1,0.08,0.179,0.002
어패류 및 기타 수산물,"꼬막, 생것",1,0.63,0.016,0.126,0.003
어패류 및 기타 수산물,"꼬막, 새꼬막, 생것",1,0.74,0.0287,0.1229,0.0111
어패류 및 기타 수산물,"담치, 지중해담치, 생것",1,0.54,0.029,0.089,0.005
어패류 및 기타 수산물,"담치, 진주담치, 생것",1,0.75,0.051,0.103,0.011
어패류 및 기타 수산물,"담치, 진주담치, 구운것",1,1.72,0.0739,0.238,0.0448
어패류 및 기타 수산물,"담치, 진주담치, 양식, 생것",1,0.84,0.044,0.119,0.017
어패류 및 기타 수산물,"대합, 북방대합, 생것",1,0.62,0.01,0.12,0.008
어패류 및 기타 수산물,"동죽, 생것",1,0.69,0.009,0.118,0.016
어패류 및 기타 수산물,"백합, 생것",1,0.74,0.036,0.117,0.01
어패류 및 기타 수산물,"백합, 삶은것",1,0.79,0.029,0.149,0.015
어패류 및 기타 수산물,"백합, 구운것",1,0.7,0.028,0.133,0.01
어패류 및 기타 수산물,"백합, 통조림, 조미",1,1.23,0.109,0.196,0.001
어패류 및 기타 수산물,"백합, 말백합, 생것",1,0.58,0.025,0.101,0.005
어패류 및 기타 수산물,"소라, 생것",1,1.07,0.04,0.207,0.003
어패류 및 기타 수산물,"소라, 통조림",1,1.23,0.109,0.196,0.001
어패류 및 기타 수산물,"수랑, 생것",1,0.86,0.029,0.159,0.007
어패류 및 기타 수산물,"재첩, 생것",1,0.94,0.058,0.125,0.019
어패류 및 기타 수산물,"전복, 말린것",1,2.54,0.023,0.56,0.009
어패류 및 기타 수산물,"전복, 튀긴것",1,1.89,0.1105,0.1963,0.0678
어패류 및 기타 수산물,"전복, 통조림, 삶은것",1,0.96,0.073,0.163,0.002
어패류 및 기타 수산물,"전복, 통조림, 조미",1,1.31,0.179,0.147,0.001
어패류 및 기타 수산물,"전복, 둥근전복, 생것",1,0.85,0.045,0.143,0.007
어패류 및 기타 수산물,"전복, 말전복, 생것",1,0.77,0.038,0.128,0.008
어패류 및 기타 수산물,"전복, 북방전복, 생것",1,0.91,0.051,0.15,0.007
어패류 및 기타 수산물,"전복, 내장, 생것",1,1.5,0,0.185,0.076
어패류 및 기타 수산물,"전복, 젓갈",1,0.96,0.01,0.122,0.048
어패류 및 기타 수산물,"조개, 가무락조개, 생것",1,0.77,0.028,0.141,0.006
어패류 및 기타 수산물,"조개, 개량조개(명주조개), 생것",1,0.62,0.011,0.12,0.007
어패류 및 기타 수산물,"조개, 개량조개(명주조개), 말린것",1,2.76,0.07,0.542,0.02
어패류 및 기타 수산물,"조개, 개조개, 생것",1,0.64,0.03,0.109,0.006
어패류 및 기타 수산물,"조개, 떡조개, 생것",1,0.87,0.074,0.112,0.01
어패류 및 기타 수산물,"조개, 맛조개, 생것",1,0.56,0.013,0.097,0.01
어패류 및 기타 수산물,"조개, 맛조개, 말린것",1,3.49,0.144,0.579,0.048
어패류 및 기타 수산물,"조개, 살조개, 생것",1,0.89,0.036,0.142,0.015
어패류 및 기타 수산물,"조개, 새조개, 생것",1,1.14,0.013,0.215,0.019
어패류 및 기타 수산물,"조개, 새조개, 말린것",1,2.93,0.052,0.611,0.015
어패류 및 기타 수산물,"조개, 새조개, 조미하여 말린것",1,3,0.079,0.579,0.041
어패류 및 기타 수산물,"조개, 왕우럭조개, 생것",1,1.01,0.027,0.164,0.022
어패류 및 기타 수산물,"조개, 우럭, 생것",1,0.99,0.027,0.163,0.02
어패류 및 기타 수산물,"조개, 접시조개(비단조개), 생것",1,0.68,0.03,0.119,0.006
어패류 및 기타 수산물,"조개, 진주조개, 생것",1,0.56,0.011,0.101,0.009
어패류 및 기타 수산물,"조개, 키조개, 생것",1,0.57,0.008,0.103,0.011
어패류 및 기타 수산물,"조개, 키조개, 패주, 생것",1,0.7,0.019,0.124,0.011
어패류 및 기타 수산물,"조개, 키조개, 근육, 생것",1,0.91,0.027,0.186,0.002
어패류 및 기타 수산물,"조개, 펄조개, 생것",1,0.74,0.06,0.094,0.01
어패류 및 기타 수산물,"조개, 피조개, 생것",1,0.66,0.027,0.116,0.006
어패류 및 기타 수산물,"조개, 피조개, 통조림, 조미",1,1.15,0.078,0.18,0.013
어패류 및 기타 수산물,"조개, 피조개, 양식, 생것",1,0.83,0.03,0.118,0.022
어패류 및 기타 수산물,"담치, 참담치(홍합), 생것",1,0.82,0.031,0.138,0.012
어패류 및 기타 수산물,"담치, 참담치(홍합), 삶아서 말린것",1,3.91,0.141,0.561,0.102
어패류 및 기타 수산물,"담치, 참담치(홍합), 통조림",1,0.89,0.013,0.158,0.023
어패류 및 기타 수산물,"조개, 젓갈",1,0.71,0.0545,0.1083,0.0063
어패류 및 기타 수산물,"가리비, 생것",1,0.8,0,0.1518,0.0173
어패류 및 기타 수산물,"가리비, 말린것",1,3.49,0.044,0.776,0.004
어패류 및 기타 수산물,"가리비, 삶은것",1,0.89,0.019,0.176,0.019
어패류 및 기타 수산물,"가리비, 튀긴것(빵가루)",1,2.16,0.1013,0.1807,0.1094
어패류 및 기타 수산물,"가리비, 통조림",1,1.07,0.044,0.216,0.003
어패류 및 기타 수산물,"가리비, 관자, 생것",1,0.82,0.035,0.169,0.003
어패류 및 기타 수산물,"가리비, 관자, 삶아서 말린것",1,3.01,0.076,0.657,0.014
어패류 및 기타 수산물,"가리비, 관자, 냉동",1,1.05,0.024,0.208,0.008
어패류 및 기타 수산물,"가리비, 국자가리비, 생것",1,0.55,0.015,0.108,0.008
어패류 및 기타 수산물,"가리비, 비단가리비, 생것",1,0.76,0.014,0.145,0.01
어패류 및 기타 수산물,"가리비, 큰가리비, 생것",1,0.6,0,0.123,0.0082
어패류 및 기타 수산물,"다슬기, 생것",1,0.85,0.057,0.119,0.012
어패류 및 기타 수산물,"다슬기, 곳체다슬기, 생것",1,0.71,0.04,0.116,0.006
어패류 및 기타 수산물,"다슬기, 띠구슬다슬기, 생것",1,1.17,0.098,0.169,0.006
어패류 및 기타 수산물,"다슬기, 염주알다슬기, 생것",1,1.13,0.112,0.127,0.014
어패류 및 기타 수산물,"다슬기, 좀주름다슬기, 생것",1,0.88,0.06,0.14,0.005
어패류 및 기타 수산물,"다슬기, 참다슬기, 생것",1,0.76,0.049,0.123,0.004
어패류 및 기타 수산물,"다슬기, 주름다슬기, 생것",1,0.98,0.056,0.142,0.016
어패류 및 기타 수산물,"대수리, 생것",1,1.12,0.019,0.188,0.026
어패류 및 기타 수산물,"각시수랑, 생것",1,0.7,0.009,0.15,0.003
어패류 및 기타 수산물,"바지락, 생것",1,0.74,0.032,0.1227,0.0093
어패류 및 기타 수산물,"바지락, 말린것",1,3.47,0,0.74,0.037
어패류 및 기타 수산물,"바지락, 장조림",1,2.35,0.291,0.248,0.021
어패류 및 기타 수산물,"바지락, 통조림",1,0.91,0.021,0.152,0.024
어패류 및 기타 수산물,"바지락, 통조림, 조미",1,1.06,0.088,0.16,0.008
어패류 및 기타 수산물,"바지락, 양식, 생것",1,0.68,0.007,0.13,0.011
어패류 및 기타 수산물,"바지락, 젓갈",1,0.51,0.015,0.085,0.01
어패류 및 기타 수산물,"우렁이, 논우렁이, 생것",1,0.73,0.038,0.105,0.014
어패류 및 기타 수산물,"우렁이, 왕우렁, 생것",1,0.66,0.031,0.106,0.009
어패류 및 기타 수산물,"우렁이, 큰구슬우렁이(골뱅이), 생것",1,0.71,0.003,0.174,0.001
어패류 및 기타 수산물,"우렁이, 큰구슬우렁이(골뱅이), 통조림, 고형물",1,1.09,0.0597,0.1933,0.0083
어패류 및 기타 수산물,"우렁이, 큰논우렁이, 생것",1,0.71,0.049,0.098,0.01
어패류 및 기타 수산물,"오분자기, 생것",1,0.95,0.046,0.133,0.021
어패류 및 기타 수산물,"가재, 갯가재, 생것",1,0.87,0.008,0.161,0.017
어패류 및 기타 수산물,"가재, 갯가재, 삶은것",1,0.89,0.002,0.192,0.017
어패류 및 기타 수산물,"가재, 바닷가재, 생것",1,0.77,0,0.1597,0.0095
어패류 및 기타 수산물,"가재, 바닷가재, 찐것",1,0.82,0,0.1677,0.012
어패류 및 기타 수산물,"개불, 생것",1,0.53,0.016,0.105,0.002
어패류 및 기타 수산물,"군소, 생것",1,0.36,0.005,0.058,0.01
어패류 및 기타 수산물,"군소, 풍선군소, 생것",1,0.43,0.005,0.077,0.009
어패류 및 기타 수산물,"낙지, 생것",1,0.73,0,0.163,0.0043
어패류 및 기타 수산물,"낙지, 세발낙지, 생것",1,0.55,0.001,0.115,0.006
어패류 및 기타 수산물,"멍게, 끈멍게, 생것",1,0.63,0.05,0.074,0.015
어패류 및 기타 수산물,"멍게, 붉은멍게, 생것",1,0.75,0.037,0.092,0.026
어패류 및 기타 수산물,"멍게, 양식, 생것",1,0.73,0.049,0.087,0.021
어패류 및 기타 수산물,"문어, 생것",1,0.7,0.001,0.164,0.007
어패류 및 기타 수산물,"문어, 대문어, 말린것",1,3.48,0.036,0.72,0.031
어패류 및 기타 수산물,"문어, 삶은것",1,0.91,0.001,0.217,0.007
어패류 및 기타 수산물,"문어, 대문어, 생것",1,0.58,0.003,0.122,0.006
어패류 및 기타 수산물,"문어, 참문어, 생것",1,0.56,0.001,0.127,0.002
어패류 및 기타 수산물,"새우, 가시발새우, 생것",1,0.71,0.006,0.152,0.005
어패류 및 기타 수산물,"새우, 각시흰새우, 생것",1,0.85,0.01,0.157,0.016
어패류 및 기타 수산물,"새우, 긴뿔천길새우, 생것",1,0.92,0,0.2,0.008
어패류 및 기타 수산물,"새우, 꽃새우, 생것",1,1.14,0.006,0.22,0.02
어패류 및 기타 수산물,"새우, 꽃새우, 삶아서 말린것",1,3.07,0.041,0.555,0.059
어패류 및 기타 수산물,"새우, 꽃새우, 냉동",1,1.14,0.006,0.22,0.02
어패류 및 기타 수산물,"새우, 꽃새우, 찐것",1,1.19,0.0152,0.2278,0.017
어패류 및 기타 수산물,"새우, 꽃새우, 튀긴것(빵가루)",1,2.42,0.1147,0.2139,0.1228
어패류 및 기타 수산물,"새우, 꽃새우, 장조림",1,2.3,0.258,0.259,0.026
어패류 및 기타 수산물,"새우, 닭새우, 생것",1,0.88,0.013,0.17,0.012
어패류 및 기타 수산물,"새우, 대하, 생것",1,0.82,0.001,0.181,0.006
어패류 및 기타 수산물,"새우, 대하, 말린것",1,3.6,0.156,0.624,0.035
어패류 및 기타 수산물,"새우, 물렁가시붉은새우, 생것",1,0.83,0.006,0.18,0.005
어패류 및 기타 수산물,"새우, 보리새우, 생것",1,0.71,0.001,0.151,0.007
어패류 및 기타 수산물,"새우, 보리새우, 삶은것",1,1.16,0,0.282,0.005
어패류 및 기타 수산물,"새우, 부채새우, 생것",1,0.65,0,0.137,0.008
어패류 및 기타 수산물,"새우, 중하, 생것",1,0.94,0.001,0.201,0.009
어패류 및 기타 수산물,"새우, 중하, 삶아서 말린것",1,3,0.029,0.544,0.062
어패류 및 기타 수산물,"새우, 중하, 조미하여 말린것",1,3.19,0.467,0.285,0.02
어패류 및 기타 수산물,"새우, 중하, 통조림",1,0.95,0.006,0.215,0.007
어패류 및 기타 수산물,"새우, 젓새우, 생것",1,0.62,0.026,0.096,0.012
어패류 및 기타 수산물,"새우, 젓새우, 조린것",1,2.3,0.351,0.191,0.018
어패류 및 기타 수산물,"새우, 징거미새우, 생것",1,0.9,0,0.183,0.014
어패류 및 기타 수산물,"새우, 철모새우(도화새우), 생것",1,0.9,0.009,0.185,0.009
어패류 및 기타 수산물,"새우, 펄닭새우, 생것",1,0.61,0,0.132,0.006
어패류 및 기타 수산물,"새우, 흰다리새우, 생것",1,0.98,0,0.2117,0.0089
어패류 및 기타 수산물,"새우 볶음, 말린것, 볶은것",1,3.42,0.285,0.234,0.134
어패류 및 기타 수산물,"새우, 껍질, 생것",1,3.23,0.061,0.44,0.119
어패류 및 기타 수산물,"새우 튀김용, 냉동",1,1.39,0.203,0.102,0.019
어패류 및 기타 수산물,"새우 튀김용, 튀긴것(빵가루)",1,2.63,0.2884,0.0643,0.1353
어패류 및 기타 수산물,"새우, 젓갈, 토굴대때기젓",1,0.53,0.017,0.101,0.006
어패류 및 기타 수산물,"새우, 젓갈, 토굴동백하젓",1,0.49,0.016,0.083,0.01
어패류 및 기타 수산물,"새우, 중하, 젓갈",1,0.88,0.003,0.158,0.026
어패류 및 기타 수산물,"새우, 젓갈",1,0.4,0.012,0.0809,0.0032
어패류 및 기타 수산물,"새우, 젓갈, 토굴육젓",1,0.56,0.019,0.108,0.006
어패류 및 기타 수산물,"새우, 젓새우, 젓갈",1,0.53,0.007,0.104,0.009
어패류 및 기타 수산물,"새우, 젓갈, 추젓",1,0.47,0.012,0.091,0.006
어패류 및 기타 수산물,"새우, 젓갈, 토굴추젓",1,0.46,0.015,0.089,0.005
어패류 및 기타 수산물,"새우, 젓갈, 토굴오젓",1,0.57,0.025,0.108,0.004
어패류 및 기타 수산물,"성게, 생것",1,1.48,0.02,0.158,0.085
어패류 및 기타 수산물,"성게, 통조림",1,1.38,0.089,0.14,0.051
어패류 및 기타 수산물,"성게, 보라성게, 생것",1,1.73,0.076,0.161,0.087
어패류 및 기타 수산물,"성게, 보라성게, 알, 생것",1,1.73,0.076,0.161,0.087
어패류 및 기타 수산물,"성게, 젓갈",1,1.28,0.044,0.214,0.028
어패류 및 기타 수산물,"성게, 보라성게, 알, 젓갈",1,1.43,0.073,0.183,0.045
어패류 및 기타 수산물,"성게, 알, 젓갈",1,1.04,0.134,0.092,0.015
어패류 및 기타 수산물,"크릴, 생것",1,0.76,0.002,0.121,0.026
어패류 및 기타 수산물,"크릴, 삶은것",1,0.78,0,0.138,0.03
어패류 및 기타 수산물,"한치, 생것",1,0.81,0.003,0.149,0.018
어패류 및 기타 수산물,"해삼, 생것",1,0.24,0.013,0.037,0.004
어패류 및 기타 수산물,"해삼, 말린것",1,3.31,0.03,0.776,0.009
어패류 및 기타 수산물,"해삼, 염장",1,0.34,0.024,0.049,0.005
어패류 및 기타 수산물,"해삼, 젓갈",1,0.32,0.025,0.055,0
어패류 및 기타 수산물,"해삼, 내장, 젓갈",1,0.43,0.008,0.077,0.01
어패류 및 기타 수산물,"게맛살, 어육함량이 낮은것",1,1.19,0.1945,0.077,0.0112
어패류 및 기타 수산물,"꼴뚜기, 참꼴뚜기, 생것",1,0.78,0.01,0.136,0.018
어패류 및 기타 수산물,"꼴뚜기, 참꼴뚜기, 삶아서 말린것",1,2.86,0.017,0.513,0.066
어패류 및 기타 수산물,"꼴뚜기, 불똥꼴뚜기, 생것",1,0.91,0.006,0.144,0.03
어패류 및 기타 수산물,"꼴뚜기, 불똥꼴뚜기, 삶은것",1,0.91,0.004,0.177,0.029
어패류 및 기타 수산물,"꼴뚜기, 불똥꼴뚜기, 조린것",1,2.45,0.229,0.27,0.067
어패류 및 기타 수산물,"꼴뚜기, 불똥꼴뚜기, 조미훈제",1,3.05,0.213,0.431,0.075
어패류 및 기타 수산물,"꼴뚜기, 창꼴뚜기, 생것",1,0.7,0.008,0.147,0.005
어패류 및 기타 수산물,"꼴뚜기, 젓갈",1,0.83,0.003,0.16,0.02
어패류 및 기타 수산물,"꼴뚜기, 양념젓갈",1,1.14,0.148,0.096,0.018
어패류 및 기타 수산물,"게맛살, 어육함량이 낮은것, 데친것",1,1.18,0.1931,0.0771,0.0109
어패류 및 기타 수산물,"게맛살, 어육함량이 높은것",1,0.93,0.0952,0.1167,0.0087
어패류 및 기타 수산물,"미더덕, 생것",1,0.44,0.041,0.043,0.012
어패류 및 기타 수산물,"미더덕, 주름미더덕, 생것",1,0.52,0.023,0.09,0.007
어패류 및 기타 수산물,"멍게(우렁쉥이), 생것",1,0.4,0.016,0.067,0.006
어패류 및 기타 수산물,"오징어, 생것",1,0.94,0.0016,0.1884,0.0144
어패류 및 기타 수산물,"오징어, 말린것",1,3.52,0.002,0.678,0.069
어패류 및 기타 수산물,"오징어, 냉동",1,0.88,0.005,0.17,0.015
어패류 및 기타 수산물,"오징어, 구운것",1,1.08,0.001,0.236,0.01
어패류 및 기타 수산물,"오징어, 튀긴것",1,1.75,0.0779,0.1794,0.0748
어패류 및 기타 수산물,"오징어, 조미, 구운것",1,3,0.266,0.401,0.037
어패류 및 기타 수산물,"오징어, 조미훈제",1,2.05,0.124,0.344,0.02
